"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2787974,"December 27, 2023",Louisiana,"New Orleans","General Taylor St and S Dorgenois St",0,1,0,0,0,N/A
2788012,"December 27, 2023",Louisiana,"New Orleans","700 block of Howard Ave",0,1,0,0,0,N/A
2788725,"December 27, 2023",Louisiana,Monroe,"2900 block of Barrington Ave",0,1,0,0,1,N/A
2788000,"December 27, 2023",Virginia,Suffolk,"2200 block of E Washington St",0,1,0,0,0,N/A
2787915,"December 27, 2023",California,"San Francisco","Hyde St and OFarrell St",0,1,0,0,1,N/A
2787997,"December 27, 2023",California,Stockton,"2000 block of Calero Hills Ln",0,1,0,0,0,N/A
2788694,"December 27, 2023",California,"San Diego","3100 block of Ocean View Blvd",0,0,0,1,0,N/A
2787740,"December 27, 2023",Illinois,Chicago,"100 block of N Kostner Ave",0,2,0,0,0,N/A
2787981,"December 27, 2023",Washington,Seattle,N/A,0,1,0,0,0,N/A
2787988,"December 27, 2023","North Carolina",Charlotte,"16200 block of Long Talon Way",1,1,0,0,1,N/A
2787942,"December 27, 2023","New York",Buffalo,"50 block of Person St",0,2,0,0,0,N/A
2788742,"December 27, 2023",Louisiana,"Breaux Bridge","1000 block of Potato Shed Rd",0,1,0,0,2,N/A
2789451,"December 27, 2023",Missouri,"Saint Louis","7000 block of Lexington Ave",1,0,0,0,1,N/A
2788661,"December 27, 2023","South Carolina",Timmonsville,"Byrd St",0,1,0,0,1,N/A
2787929,"December 27, 2023",Texas,Beaumont,"9600 block of Broun St",0,0,1,0,0,N/A
2788505,"December 27, 2023",Wisconsin,Milwaukee,"7616 Good Hope Rd",1,0,0,0,0,N/A
2788647,"December 27, 2023","South Carolina",Lancaster,"100 block of Willow Lake Rd",1,0,0,0,1,N/A
2788633,"December 27, 2023",Texas,"El Paso","400 block of French Pl",1,0,0,0,1,N/A
2789121,"December 27, 2023",Nevada,"Las Vegas (Enterprise)","Placid St and E Maulding Ave",2,0,1,0,0,N/A
2790026,"December 27, 2023",California,Corcoran,"Whitely Ave and Josephine Ave",1,0,0,0,0,N/A
3310346,"December 27, 2023",Georgia,Franklin,"Roosterville Rd",1,0,0,0,1,N/A
2788616,"December 27, 2023","South Carolina",Duncan,"2094 E Main St",0,0,1,0,0,N/A
2788561,"December 27, 2023",Illinois,"Calumet City","100 block of Luella Ave",1,0,0,0,0,N/A
2788728,"December 27, 2023","North Carolina","Chapel Hill","1000 block of Ferguson Rd",1,0,0,0,1,N/A
2789318,"December 27, 2023",Texas,"Fort Worth","Novella Dr",0,1,0,0,0,N/A
2788664,"December 27, 2023",Texas,Houston,"15515 Lee Rd",1,1,0,0,1,N/A
2789178,"December 27, 2023","New Mexico",Albuquerque,"9501 Endee Rd NW",1,0,0,0,1,N/A
2787833,"December 27, 2023",Illinois,Chicago,"5618 S Michigan Ave",0,1,0,0,1,N/A
2788512,"December 27, 2023",Wisconsin,"Schofield (Weston)","3300 block of Mt View Ave",0,0,1,0,0,N/A
2788492,"December 27, 2023",Texas,Dallas,"3019 Bickers St",0,3,0,0,0,N/A
2787779,"December 27, 2023",Illinois,Chicago,"4800 block of S Hermitage Ave",1,0,0,0,0,N/A
2789211,"December 27, 2023",Texas,Brownwood,"5th St and Ave E",1,0,0,0,1,N/A
2788447,"December 27, 2023",California,"Los Angeles","E 98th St and Stanford Ave",0,1,0,0,0,N/A
2788044,"December 27, 2023",Massachusetts,Boston,"62 Bellevue St",0,1,0,0,0,N/A
2788429,"December 27, 2023",Massachusetts,Lynn,"969 Western Ave",2,0,0,0,0,N/A
2823522,"December 27, 2023",Texas,"Big Spring","1800 block of Brent Dr",1,0,0,0,1,N/A
2789521,"December 27, 2023",California,"Seal Beach","600 block of Ocean Ave",1,0,1,0,0,N/A
2788421,"December 27, 2023",Michigan,Kalamazoo,"Egleston Ave and Bank St",0,2,0,0,0,N/A
2788127,"December 27, 2023",Alabama,"Phenix City","2700 block of Dotti Dr",0,1,0,0,0,N/A
2788419,"December 27, 2023",Michigan,Detroit,"6000 block of Plainview Ave",0,1,0,0,0,N/A
2788814,"December 27, 2023",Texas,Lufkin,"3205 Old Union Rd",0,0,1,0,0,N/A
2788720,"December 27, 2023",California,Pinole,"2695 Pinole Valley Rd",0,2,0,0,1,N/A
2788227,"December 27, 2023",Texas,"Fort Worth","W Rendon Crowley Rd",1,0,0,0,0,N/A
2789067,"December 27, 2023",Georgia,Columbus,"1200 block of Kings Mountain Ct",0,1,0,0,0,N/A
2789064,"December 27, 2023",Arizona,Phoenix,"E Euclid Ave and S Central Ave",0,1,0,0,1,N/A
2789537,"December 27, 2023",California,Miramonte,"47000 block of Dunlap Rd",2,0,0,0,1,N/A
2798287,"December 26, 2023",Missouri,Eminence,N/A,1,0,0,0,1,N/A
2788387,"December 26, 2023",Tennessee,Memphis,"5246 Raleigh Lagrange Rd",0,1,0,0,0,N/A
2787520,"December 26, 2023",Kentucky,Louisville,"2300 block of Crittenden Dr",0,1,0,0,0,N/A
2789009,"December 26, 2023",Ohio,Cleveland,N/A,1,0,0,0,0,N/A
2787373,"December 26, 2023",Ohio,Toledo,"5001 Monroe St",0,1,0,1,1,N/A
2787538,"December 26, 2023",Louisiana,Natchitoches,"312 Texas St",1,0,0,0,0,N/A
2787284,"December 26, 2023",Ohio,Cincinnati,"3200 block of Wold Ave",0,1,0,0,1,N/A
2789005,"December 26, 2023",Pennsylvania,Philadelphia,"Rosalie St and Rising Sun Ave",0,1,0,0,0,N/A
2787249,"December 26, 2023",Kentucky,Louisville,"5300 block of Euclid Ave",0,1,0,0,0,N/A
2787726,"December 26, 2023","New Mexico",Albuquerque,"I-40 and Coors Blvd NW",1,0,0,0,0,N/A
2787492,"December 26, 2023","District of Columbia",Washington,"44th St NE and Nannie Helen Burroughs Ave NE",1,0,0,0,0,N/A
2787912,"December 26, 2023","New York","Corona (Queens)","127th St and Liberty Ave",1,1,0,0,3,N/A
2787855,"December 26, 2023",Alabama,Pisgah,"Co Rd 88",0,0,1,0,0,N/A
2787967,"December 26, 2023","New York",Rochester,"720 N Goodman St",0,1,0,0,2,N/A
2786947,"December 26, 2023",Illinois,"Wood River","E Acton Ave and N 6th St",0,1,0,1,0,N/A
2789697,"December 26, 2023",Texas,"San Antonio","6358 Old Pearsall Rd",0,1,0,1,0,N/A
2787426,"December 26, 2023",Colorado,Pueblo,"100 block of Broadway Ave",0,0,1,0,0,N/A
2787800,"December 26, 2023",Illinois,Cicero,"1800 block of S 49th Ave",1,0,0,0,2,N/A
2787525,"December 26, 2023",Kentucky,Louisville,"1500 block of Prentice St",1,0,0,0,0,N/A
2787549,"December 26, 2023",Louisiana,Lacombe,"28165 US-190",1,0,0,0,1,N/A
2787132,"December 26, 2023","North Carolina",Wilmington,"1930 Castle Hayne Rd",1,0,0,0,1,N/A
2788310,"December 26, 2023","West Virginia",Charleston,"2000 block of Lippert St",1,1,0,0,1,N/A
2788246,"December 26, 2023",Pennsylvania,Philadelphia,"5500 block of Master St",0,1,0,0,0,N/A
2788896,"December 26, 2023",Mississippi,Jackson,"900 block of Metairie Rd",0,2,0,0,0,N/A
2787264,"December 26, 2023",Missouri,"Saint Louis (Riverview)","10000 block of Sheldon Dr",1,0,0,0,1,N/A
2788223,"December 26, 2023",Missouri,Bismarck,"1200 block of Spruce St",0,0,1,0,0,N/A
2787378,"December 26, 2023",Maryland,"Oxon Hill","5100 block of Deal Dr",1,1,0,0,0,N/A
2788216,"December 26, 2023",Florida,Miami,"NE 2nd Ave and NE 56th St",0,1,0,0,0,N/A
2787475,"December 26, 2023",Pennsylvania,Clairton,"Reed St and Wylie Ave",1,0,0,0,0,N/A
2788200,"December 26, 2023",Florida,Jacksonville,"1700 block of Cesery Blvd",1,0,0,0,0,N/A
2788489,"December 26, 2023",Alabama,Gaylesville,"AL-35 and Cherokee County 41",0,0,1,0,0,N/A
2787560,"December 26, 2023",Massachusetts,Lynn,"39 State St",0,3,0,0,2,N/A
2788183,"December 26, 2023",Delaware,Ellendale,"18000 block of New Hope Rd",0,1,0,0,0,N/A
2786936,"December 26, 2023",Utah,"Salt Lake City","414 E 200 S",0,1,0,0,1,N/A
2787354,"December 26, 2023","District of Columbia",Washington,"4445 Benning Rd NE",0,1,0,0,0,N/A
2787622,"December 26, 2023",Arkansas,Mabelvale,"1012 Katy Ln",1,0,0,0,1,N/A
2789157,"December 26, 2023",Nevada,Pahrump,"S Leslie St and W Wilson Rd",1,0,0,0,5,N/A
2788104,"December 26, 2023",Georgia,Brunswick,"US-17 and Joe Frank Harris Blvd",0,2,0,0,1,N/A
2787151,"December 26, 2023",Florida,"Fort Pierce","414 Seaway Dr",0,0,0,1,1,N/A
2788178,"December 26, 2023",Missouri,"Kansas City","E 25th St and Myrtle Ave",1,0,0,0,0,N/A
2788161,"December 26, 2023",Louisiana,"Baton Rouge","12400 Jefferson Hwy",0,1,0,0,0,N/A
2788116,"December 26, 2023",Georgia,Atlanta,"N Camp Creek Pkwy SW and Stone Hogan Conn SW",0,1,0,0,0,N/A
2787603,"December 26, 2023",Mississippi,Meridian,"10641 US-80",1,0,0,0,1,N/A
2788857,"December 26, 2023",Mississippi,Soso,"W Franklin St",0,0,1,0,0,N/A
2786997,"December 26, 2023",Michigan,"Garden City","N Venoy Rd and Ford Rd",0,1,1,0,0,N/A
2787825,"December 26, 2023",California,Pomona,"1300 block of W Mission Blvd",1,0,0,0,0,N/A
2787877,"December 26, 2023",California,Campo,"1800 Golden Acorn Way",1,0,0,0,0,N/A
2787949,"December 26, 2023","North Carolina",Kernersville,"1750 Kernersville Medical Pkwy",0,1,0,0,0,N/A
2787270,"December 26, 2023",Missouri,"Saint Louis","San Francisco Ave and Turner Ave",0,1,0,0,0,N/A
2787391,"December 26, 2023",Oklahoma,"Oklahoma City (Warr Acres)","5517 NW 50th St",1,0,0,0,0,N/A
2788063,"December 26, 2023",Connecticut,"East Hartford","900 block of Burnside Ave",1,0,0,0,0,N/A
2788029,"December 26, 2023",California,"Los Angeles","9414 S Central Ave",0,1,0,0,0,N/A
2788065,"December 26, 2023",California,"Los Angeles","Main St and E 5th St",0,1,0,0,0,N/A
2787662,"December 26, 2023",California,"Los Angeles","444 Hoover St",0,1,0,0,0,N/A
2788096,"December 26, 2023","North Carolina",Swansboro,"1257 Mt Pleasant Rd",0,1,0,0,0,N/A
2787334,"December 26, 2023",California,Oakland,"1400 block of Sunshine Ct",1,0,0,0,1,N/A
2787658,"December 26, 2023",California,"Los Angeles","1300 block of E 92nd St",1,0,0,0,0,N/A
2787203,"December 26, 2023",Texas,Austin,"1501 E Howard Ln",0,0,1,0,0,N/A
2788021,"December 26, 2023",California,"Long Beach","E Anaheim St and Long Beach Blvd",0,1,0,0,0,N/A
2788089,"December 26, 2023",Louisiana,Hammond,"1200 block of Smith Sq",1,0,0,0,2,N/A
2787177,"December 26, 2023",Texas,"Missouri City","Independence Blvd and Lexington Blvd",0,1,0,0,0,N/A
2787168,"December 26, 2023","North Carolina",Durham,"500 block of Massey Ave",0,1,0,0,0,N/A
2788002,"December 26, 2023","North Carolina",Charlotte,"7400 block of Reedy Creek Rd",0,1,0,0,0,N/A
2787823,"December 26, 2023",Illinois,Chicago,"7316 S Union Ave",0,1,0,0,0,N/A
2787362,"December 26, 2023",Alabama,Montgomery,"4000 block of Williams Rd",0,1,0,0,1,N/A
2786914,"December 26, 2023",Arizona,Phoenix,"N 43rd Ave and W Northern Ave",1,0,0,0,1,N/A
2787951,"December 26, 2023",Alabama,Mobile,"6427 Grelot Rd",0,1,0,0,0,N/A
2787118,"December 26, 2023",California,"Los Angeles","1465 E 25th St",0,1,0,0,0,N/A
2787940,"December 26, 2023",Oklahoma,"Oklahoma City","SW 15th St and Westwood Blvd",0,1,0,0,0,N/A
2787936,"December 26, 2023",Louisiana,"New Orleans","10 block of Henry Thomas Dr",1,0,0,0,0,N/A
2787907,"December 26, 2023",Virginia,Woodbridge,"15700 block of Tassia Ln",0,1,0,0,0,N/A
2787381,"December 26, 2023",Oklahoma,Tulsa,"7021 S Memorial Dr",1,0,0,0,0,N/A
2787069,"December 26, 2023",Illinois,Chicago,"9216 S Normal Ave",0,1,0,0,0,N/A
2786966,"December 26, 2023",Illinois,Chicago,"2220  S Hamlin Ave",0,1,0,0,0,N/A
2787874,"December 26, 2023",Utah,"Salt Lake City (Taylorsville)","4926 S Redwood Rd",1,0,0,0,0,N/A
2787872,"December 26, 2023","South Carolina","North Charleston","3543 Dorchester Rd",0,0,1,0,0,N/A
2787809,"December 26, 2023",Wisconsin,Milwaukee,"N 48th St and W Marion St",0,1,0,0,0,N/A
2788047,"December 26, 2023","District of Columbia",Washington,"2600 block of Benning Rd NE",1,0,0,0,0,N/A
2787840,"December 26, 2023",Wisconsin,Milwaukee,"N 11th St and W Atkinson Ave",0,1,0,0,0,N/A
2787830,"December 26, 2023",Illinois,Chicago,"2300 block of S California Ave",0,1,0,0,0,N/A
2787057,"December 26, 2023",Virginia,"Newport News","1400 block of Saint Michaels Way",1,0,0,0,0,N/A
2787815,"December 26, 2023",Illinois,Chicago,"4800 block of W Lake St",0,1,0,0,0,N/A
2787813,"December 26, 2023",Wisconsin,Milwaukee,"W Grantosa Dr and W Appleton Ave",0,1,0,0,0,N/A
2787797,"December 26, 2023",Wisconsin,Milwaukee,"N 10th St and W Nash St",0,1,0,0,0,N/A
2787795,"December 26, 2023",Wisconsin,Milwaukee,"N 24th St and W Atkinson Ave",0,1,0,0,0,N/A
2788552,"December 26, 2023",Indiana,Hammond,"Rimbach St and State Line Ave",0,1,0,0,0,N/A
2787384,"December 26, 2023",Oklahoma,"Oklahoma City (Moore)","NW 28th St and N Nottingham Way",0,1,0,0,1,N/A
2788477,"December 26, 2023",Idaho,Jerome,"750 E 225 N",0,1,0,0,1,N/A
2787432,"December 26, 2023",Maryland,Baltimore,"600 block of Annabel St",0,1,0,0,0,N/A
2787677,"December 26, 2023",Arizona,Winslow,"I-40 and Little Colorado River Exit",0,0,0,1,0,N/A
2787655,"December 26, 2023",California,Compton,"600 block of Corregidor St",1,1,0,0,0,N/A
2787366,"December 26, 2023","District of Columbia",Washington,"600 Maryland Ave SW",1,0,0,0,1,N/A
2787744,"December 26, 2023",Illinois,Chicago,"4821 W Thomas St",1,0,0,0,1,N/A
2787649,"December 26, 2023",California,Fresno,"2615 S Elm Ave",0,1,0,0,0,N/A
2788075,"December 26, 2023",Louisiana,"New Orleans","3700 block of S Johnson St",0,1,0,0,0,N/A
2787587,"December 26, 2023","Rhode Island","East Providence","110 N Hull St",0,1,0,0,1,N/A
2788747,"December 26, 2023",Texas,Killeen,"800 block of Adela St",0,0,0,1,1,N/A
2787411,"December 26, 2023",Pennsylvania,Philadelphia,"1400 block of S Water St",0,0,1,0,0,N/A
2788414,"December 26, 2023",Ohio,Toledo,"Bronx Dr",0,1,0,0,0,N/A
2787933,"December 26, 2023",Virginia,Richmond,"3400 block of Meadowdale Blvd",1,0,0,0,0,N/A
2787337,"December 26, 2023",Texas,Dallas,"2400 block of Bickers St",0,1,0,0,0,N/A
2787546,"December 26, 2023",Louisiana,Opelousas,"918 S Railroad Ave",1,0,0,0,1,N/A
2788373,"December 26, 2023",Tennessee,Nashville,"E Thompson Ln",0,1,0,0,1,N/A
2786905,"December 25, 2023",Texas,Brownsville,"1400 block of La Posada Dr",0,0,1,0,0,N/A
2786732,"December 25, 2023",Washington,Seattle,"4750 NE 15th Ave",1,0,0,0,1,N/A
2786802,"December 25, 2023",Louisiana,Shreveport,"Silverwood Dr",0,1,0,0,0,N/A
2787446,"December 25, 2023",Tennessee,Antioch,"4032 Pepperwood Dr",1,1,0,0,0,N/A
2786929,"December 25, 2023",Texas,Houston,"4822 Grasilla St",1,0,1,0,0,N/A
2787498,"December 25, 2023",Pennsylvania,"Kingston (Courtdale)",PA-309,0,1,0,0,1,N/A
2786761,"December 25, 2023",Ohio,Cleveland,"12307 St Clair Ave",0,1,0,0,0,N/A
2786800,"December 25, 2023",Tennessee,Nashville,"104 Claiborne St",1,0,0,0,0,N/A
2787651,"December 25, 2023",Idaho,Boise,"8000 block of W Pomona Ct",1,0,0,0,0,N/A
2787438,"December 25, 2023",Pennsylvania,Philadelphia,"E Glenwood Ave and Castor Ave",0,1,0,0,0,N/A
2786711,"December 25, 2023","District of Columbia",Washington,"3200 block of D St SE",0,1,0,0,0,N/A
2789705,"December 25, 2023",Alabama,Mobile,"2815 Saint Stephens Rd",1,0,0,0,0,N/A
2789638,"December 25, 2023","New York",Vermontville,"County Hwy 26",0,0,0,1,0,N/A
2786719,"December 25, 2023",California,"Orange Cove","Monson Ave and Sumner Ave",0,3,0,0,0,N/A
2786968,"December 25, 2023",Illinois,Naperville,"25W050 block of Wood Ct",1,0,0,0,1,N/A
2787421,"December 25, 2023",Oklahoma,Tulsa,"3022 E Tecumseh St",0,1,0,0,0,N/A
2786705,"December 25, 2023","New York",Buffalo,"1817 Kenmore Ave",0,1,0,0,0,N/A
2786468,"December 25, 2023",Indiana,Indianapolis,"6600 block of E 52nd Pl",1,0,0,0,1,N/A
2786683,"December 25, 2023",Illinois,"Mount Vernon","300 block of S 9th St",0,1,0,0,1,N/A
2788231,"December 25, 2023",Florida,"Miami Gardens",N/A,0,0,0,0,1,N/A
2787141,"December 25, 2023",Indiana,"Indianapolis (Cumberland)","11500 block of Taftwood Dr",1,0,0,0,1,N/A
2786680,"December 25, 2023",Kentucky,Louisville,"7200 block of Fegenbush Ln",0,1,0,0,0,N/A
2786952,"December 25, 2023",Florida,Naples,"Dogwood Way",0,1,0,0,1,N/A
2787121,"December 25, 2023",Missouri,"Grain Valley","700 block of SW Woodland Cir",1,0,0,0,1,N/A
2786555,"December 25, 2023","District of Columbia",Washington,"5600 Georgia Ave NW",1,0,0,0,0,N/A
2786957,"December 25, 2023",Florida,"Lehigh Acres","Euclid Ave and W 16th St",0,0,0,1,0,N/A
2786597,"December 25, 2023",Wisconsin,Beloit,"Porter Ave and Yates Ave",0,1,0,0,1,N/A
2786973,"December 25, 2023",California,"Mount Shasta","W Lake St and Pine St",0,1,1,0,0,N/A
2786766,"December 25, 2023",Louisiana,Abbeville,"400 block of Eighth St",0,3,0,0,0,N/A
2787972,"December 25, 2023",Illinois,Chicago,"46 E 110th Pl",1,0,0,0,0,N/A
2786585,"December 25, 2023","South Carolina","Mc Coll (Mccoll)","3296 US-401",0,1,0,0,1,N/A
2787314,"December 25, 2023",Ohio,Cincinnati,"800 block of Poplar St",0,1,0,0,0,N/A
2787300,"December 25, 2023",Texas,Garland,"4413 W Walnut St",1,0,0,0,1,N/A
2786727,"December 25, 2023",California,Madera,"1467 Country Club Dr",0,1,0,0,1,N/A
2787556,"December 25, 2023",Louisiana,"New Orleans","4400 block of Duplessis St",0,1,0,0,1,N/A
2786716,"December 25, 2023","New York",Rochester,"210 Ave A",0,1,0,0,0,N/A
2787277,"December 25, 2023","North Carolina",Sharpsburg,"200 block of Camland Cir",0,0,0,2,1,N/A
2786656,"December 25, 2023",Arizona,Phoenix,"N 17th St and E Sheridan St",0,1,0,0,0,N/A
2787216,"December 25, 2023",Georgia,Nicholls,"1900 block of Robert Cemetery Rd",0,1,0,0,1,N/A
2786654,"December 25, 2023",Arizona,Phoenix,"N 45th Ave and W Virginia Ave",0,1,0,0,0,N/A
2786651,"December 25, 2023",Arizona,Phoenix,"N I-17 and W Dunlap Ave",0,1,0,0,0,N/A
2786648,"December 25, 2023",Arizona,Glendale,"5850 W Greenway Rd",0,2,0,0,0,N/A
2786773,"December 25, 2023",Louisiana,"New Orleans","6600 block of Virgilian St",0,1,0,0,0,N/A
2786921,"December 25, 2023",Texas,Killeen,"1400 block of N College St",1,0,0,0,1,N/A
2840403,"December 25, 2023",Florida,"Fort Lauderdale (Lauderhill)","2409 NW Eighth St",1,0,0,0,1,N/A
2787947,"December 25, 2023",Alabama,Eutaw,"200 block of Howard Irvin Dr",1,0,0,0,1,N/A
3084323,"December 25, 2023",Mississippi,Weir,"350 S Ann St",1,0,0,0,0,N/A
2786545,"December 25, 2023",Michigan,Warren,"E 9 Mile Rd and Hoover Rd",0,1,0,0,1,N/A
2788699,"December 25, 2023",Illinois,Chicago,"10300 S State St",0,1,0,0,0,N/A
2787976,"December 25, 2023",Florida,"Vero Beach","4500 block of 58th Ave",0,1,0,0,1,N/A
2787127,"December 25, 2023",California,"Los Angeles","842 W 104th Pl",0,1,0,0,0,N/A
2787124,"December 25, 2023",California,"Los Angeles","11075 Foothill Blvd",0,1,0,0,0,N/A
2786611,"December 25, 2023",Georgia,Rome,"Darlington Dr",0,1,0,0,1,N/A
2786591,"December 25, 2023",Illinois,Chicago,"4301 W Armitage Ave",0,1,0,0,0,N/A
2786601,"December 25, 2023",Illinois,Chicago,"4900 block of N Monticello Ave",0,1,0,0,0,N/A
2787054,"December 25, 2023",Michigan,Lansing,"900 block of Long Blvd",0,1,0,0,0,N/A
2786818,"December 25, 2023",Wisconsin,Milwaukee,"3200 block of N 11th St",0,1,0,0,0,N/A
2786820,"December 25, 2023",Wisconsin,Milwaukee,"2700 block of W North Ave",0,1,0,0,0,N/A
2787364,"December 25, 2023",Alabama,Birmingham,"2314 Warrior Rd",1,0,0,0,0,N/A
2787045,"December 25, 2023",Illinois,Rockford,"1317 Broadway",0,1,0,0,0,N/A
2787844,"December 25, 2023","South Carolina",Burton,"Lexxus Ln",0,1,0,0,0,N/A
2787032,"December 25, 2023",Florida,Hialeah,"W Okeechobee Rd and Palmetto Expy",0,1,0,0,0,N/A
2787026,"December 25, 2023",Michigan,"Grand Rapids","Lafayette Ave NE and Matilda St NE",0,1,0,0,0,N/A
2786562,"December 25, 2023","District of Columbia",Washington,"3000 block of Martin Luther King Jr Ave SE",0,1,0,0,0,N/A
2788039,"December 25, 2023",California,"Mountain View","900 block of Clark Ave",0,2,0,0,1,N/A
2787042,"December 25, 2023","South Carolina",Bennettsville,"Goodwins Pond Rd",0,0,0,1,1,N/A
2786994,"December 25, 2023",Florida,Jacksonville,"3200 block of Penny Cove Ln",1,0,0,0,0,N/A
2788556,"December 25, 2023",Illinois,"Calumet City","500 block of Ingraham Ave",0,1,0,0,0,N/A
2787551,"December 25, 2023",Louisiana,Harvey,"1013 Manhattan Blvd",1,0,0,0,1,N/A
2786752,"December 25, 2023","New York",Albany,"700 block of State St",1,0,0,0,1,N/A
2787764,"December 25, 2023",Mississippi,"West Point",N/A,0,1,0,0,1,N/A
2786923,"December 25, 2023",Florida,"Pompano Beach","401 NW 27th Ave",2,0,0,0,0,N/A
2786963,"December 25, 2023",Arizona,Phoenix,"S 35th Ave and W Baseline Rd",0,1,0,0,0,N/A
2787465,"December 25, 2023",Pennsylvania,"Pittsburgh (Wilkinsburg)","Sunrise Ave and Fairlawn St",0,2,0,0,0,N/A
2786955,"December 25, 2023",Missouri,"Saint Louis (Ferguson)","5900 block of Laurette Ave",0,1,0,0,0,N/A
2787608,"December 25, 2023",Mississippi,Hattiesburg,"40 block of Bermuda Dr",0,1,0,0,1,N/A
2787714,"December 25, 2023",Pennsylvania,Catawissa,"140 block of Southern Dr",0,2,0,0,0,N/A
2787615,"December 25, 2023",Mississippi,Philadelphia,"MS-19 and Rd 492 E",0,0,0,1,0,N/A
2786944,"December 25, 2023",Florida,Immokalee,"302 Boston Ave",0,1,0,0,1,N/A
2786940,"December 25, 2023",Texas,"El Paso","7900 block of Monterrey Dr",0,1,0,0,0,N/A
2786938,"December 25, 2023",Texas,Coleman,US-84,0,0,0,1,0,N/A
2786926,"December 25, 2023",California,Oakland,"9600 block of Edes Ave",0,2,0,0,0,N/A
2786900,"December 25, 2023",Texas,Dallas,"2700 block of Lenway St",1,0,0,0,1,N/A
2786909,"December 25, 2023",California,Lancaster,"2822 E Ave I",0,2,0,0,0,N/A
2787038,"December 25, 2023","South Carolina",Aiken,"215 Plantation Dr",1,0,0,0,1,N/A
2786903,"December 25, 2023",California,"Los Angeles","1600 block of E Florence Ave",1,0,0,0,0,N/A
2787241,"December 25, 2023",Georgia,Lithonia,"2776 Panola Rd",0,0,0,1,0,N/A
2786977,"December 25, 2023",Florida,Gainesville,"9125 NW 39th Ave",1,1,0,0,1,N/A
2787116,"December 25, 2023",Washington,"Federal Way","1900 SW Campus Dr",1,0,0,0,0,N/A
2788067,"December 25, 2023",Louisiana,"New Orleans","4001 Canal St",1,0,0,0,1,N/A
2787453,"December 25, 2023",Ohio,Dayton,"100 block of Melba St",1,0,0,0,0,N/A
2789298,"December 25, 2023",Texas,"Balch Springs","11500 block of Small Dr",1,0,0,0,1,N/A
2787577,"December 25, 2023","New Jersey",Paterson,"Madison St and Morton St",0,1,0,0,0,N/A
2786690,"December 25, 2023",Hawaii,Aiea,"Kamehameha Hwy and Kohomua St",1,0,0,0,0,N/A
2787573,"December 25, 2023","New Jersey",Newark,"348 Clinton Ave",1,0,0,0,1,N/A
2787165,"December 25, 2023",Florida,"Plant City","Louisiana St and S Gordon St",2,0,0,0,0,N/A
2786826,"December 25, 2023",California,"Los Angeles","Venice Blvd and Magnolia Ave",0,1,0,0,0,N/A
2795729,"December 25, 2023",Texas,"Fort Worth","2600 block of Berryhill Dr",1,0,1,0,0,N/A
2786824,"December 25, 2023",California,"Los Angeles","842 W 104th Pl",0,1,0,0,0,N/A
2787066,"December 25, 2023",Florida,Kissimmee,"3262 Vineland Rd",1,0,0,0,1,N/A
2786797,"December 25, 2023",Ohio,Youngstown,"50 block of Wesley Ave",0,1,0,0,0,N/A
2787542,"December 25, 2023",Louisiana,Plaquemine,"Meriam St",0,1,0,0,0,N/A
2788379,"December 24, 2023",Tennessee,Memphis,"1600 block of E Holmes Rd",1,0,0,0,0,N/A
2786315,"December 24, 2023",Louisiana,"New Orleans","621 Canal St",1,0,0,0,1,N/A
2789868,"December 24, 2023",Texas,"Corpus Christi","Natchez Dr",1,0,1,0,0,N/A
2786714,"December 24, 2023","New York",Rochester,"300 block of Murray St",0,0,1,0,0,N/A
2786775,"December 24, 2023",Mississippi,"Friars Point",N/A,1,0,0,0,0,N/A
2786806,"December 24, 2023",Virginia,Richmond,"3459 Walmsley Blvd",0,2,0,0,0,N/A
2791317,"December 24, 2023","New York",Cortland,"11 Church St",0,1,0,0,1,N/A
2789011,"December 24, 2023",Pennsylvania,Philadelphia,"100 block of E Erie Ave",0,1,0,0,0,N/A
2789007,"December 24, 2023",Pennsylvania,Philadelphia,"700 block of W Huntingdon St",0,1,0,0,0,N/A
2786454,"December 24, 2023",Indiana,Indianapolis,"2042 N Bosart Ave",1,1,0,0,0,N/A
2786217,"December 24, 2023",Texas,"Wichita Falls","500 block of Austin Ave",0,1,0,1,2,N/A
2786783,"December 24, 2023",Louisiana,"New Orleans","1300 block of Belleville St",0,1,0,0,0,N/A
2786472,"December 24, 2023","North Dakota",Minot,"1805 2nd Ave SW",1,1,0,0,1,N/A
2786456,"December 24, 2023",Tennessee,Memphis,"1528 Ragan St",0,1,0,0,0,N/A
2786779,"December 24, 2023",Louisiana,"New Orleans","1900 block of N Miro St",0,1,0,0,0,N/A
2786381,"December 24, 2023",Missouri,Florissant,"11208 W Florissant Ave",1,2,0,0,0,N/A
2786770,"December 24, 2023","New York",Utica,"1400 block of Sunset Ave",0,1,0,0,0,N/A
2787729,"December 24, 2023",Mississippi,Meridian,"Hooper St and 46th Ave",0,1,0,0,0,N/A
2786707,"December 24, 2023","New York",Buffalo,"500 block of Cornwall Ave",0,3,0,0,0,N/A
2786804,"December 24, 2023",Tennessee,Nashville,"914 Winthorne Dr",0,2,0,0,0,N/A
2786623,"December 24, 2023",Maryland,"District Heights","2900 block of Ritchie Rd",1,0,0,0,0,N/A
